Utterance,Sentiment
你说我能琢磨什么,positive
我就琢磨着什么时候天上掉下个姑爷砸中我行不行了,positive
你别做白日梦了,negative
赶紧去看车去,negative
小程,positive
阿姨怎么是您,positive
给你个惊喜,positive
太好了太好了,positive
我看看这个白大褂能穿这么帅的也就只有你,positive
谢谢您阿姨,positive
您今天来是想做个什么项目,neutral
我洗洗牙,neutral
来快坐,neutral
那我给您核对核对您的信息,positive
你这牙挺好的,positive
也得洗洗爱美之心人皆有之,positive
您的姓名,positive
刘珍珍,positive
真是人如其名,positive
出生日期,positive
1969年7月7号,positive
鹊桥会啊,positive
不是你说的那是农历,positive
我是卢沟桥事变纪念日,positive
之前没有装过心脏起搏器吧,neutral
没有心脏特健康,positive
好,positive
咱们开始超声波洁牙您这边请,positive
小程啊,positive
您还有什么问题,neutral
阿姨想问问你 你刚才说的那些毛病,positive
你也没有吧,positive
我一个医生当然很健康,positive
除了有点高血压的遗传史,positive
高血压是吧,positive
都不算病,positive
没事洁牙洁牙,positive
来,positive
刚才我给您的操作流程都是最完美的,positive
你放心再过两个小时,positive
一切不适的症状全消失了,positive
两个小时,negative
这两小时怎么熬啊我的牙,negative
要不我坐这陪您聊聊天,neutral
你坐那干嘛来了,positive
到这来了,positive
小伙子,positive
阿姨问问你,positive
你是不是北京人,positive
爷爷那辈就是,positive
现在还是单身,positive
现在还是单身,positive
一直单身,positive
怎么可能你条件这么好,positive
可能是缘分还没到,positive
这么好的诊所是你开的,positive
跟一哥们合伙开的,positive
我看那个照片上还有好多老外,positive
你诊所是全世界连锁的,positive
合作合作关系,positive
谦虚 这个品格阿姨喜欢的 好样的,positive
其实您今天为什么来,neutral
我都知道,neutral
所以这份账单您不用结了,neutral
算我孝敬您的,neutral
那可不行,negative
你先听我说完,neutral
其实我跟您闺女根本不像你想的那样,neutral
之前这几次见面闹得不太愉快,neutral
这不现在闹得误会更深了,neutral
所以说您在有意他无心也没用,neutral
是不是,neutral
对这事不在,negative
关键在于你怎么想,positive
说心里话,positive
从跟你女儿第一次见面,positive
他就给我留下了极其深刻的印象,positive
是吗,positive
辈子我都忘不了了,positive
有你这句话阿姨今天没白来,positive
她不乐意也白搭,negative
你看把我车都撞修理厂去了,negative
就这接送一下还不乐意干,negative
今天早上起来我为什么迟到了,negative
溜溜在楼下等了他半个小时,negative
这约好了都不来,negative
这个小姑娘有点小脾气,negative
阿姨回去收拾他,negative
这事交给我包在我身上,positive
我去解决去,positive
走了,positive
你干什么,negative
送你去机场,positive
机票已经买好了,positive
妈想留下来照顾照顾你,negative
妈昨天你自己答应的,positive
只要我接送程皓,positive
你今天就回家,positive
妈还给你做了你最爱吃的思念汤圆来,positive
还有紫薯豆浆都是你爱吃的来,positive
都是热乎的来来喝一口,positive
这是你拆的,negative
刘珍珍女士看见这几个大字没有涉及个人隐私,negative
只限本人拆阅,negative
我刚看见你不在家我就替你拆了,positive
看完了我就更不能走了,negative
我赶紧跟你说说这个事,negative
来,negative
你看看,negative
乳腺增生、激素紊乱,negative
宫寒体虚,negative
这是什么,negative
什么呀,negative
单身病啊,negative
这姑娘到一定时候不结婚全是毛病,negative
妈,negative
我有男朋友,negative
他是美籍华人人,neutral
人现在不在北京,neutral
那家也不在北京吗,negative
你们认识多长时间了,positive
你对他底细了解清楚吗,positive
你说你们俩离这么大老远怎么谈恋爱,negative
姑娘你已经27了,negative
要是再谈个不靠谱的恋爱,negative
再耽误两三年,negative
那不就真成老姑娘了,negative
你看看你该谈恋爱的时候你出国了,negative
把自己落下了吗,negative
落一身毛病现在该结婚的时候你刚谈恋爱,negative
你再不积极主动,negative
你不又被落下了吗,negative
没关系,negative
我可以不结婚,negative
那不就落不下了吗,negative
诚心气我是吧,negative
妈,negative
我不找男朋友,negative
你担心我精神孤独身体疾病,negative
我现在告诉你我有男朋友了,negative
你又怕我结不了婚,negative
我就不明白了,negative
你是关心我一个人过不好,negative
怕我结不成婚让你丢人,negative
罗玥 妈是不是有一天得走在你前面,negative
妈 好好的你说这个干嘛,negative
我是怕有一天就像你爸一样,negative
出个意外,negative
一转眼人就没了,negative
妈告诉你,negative
这世界上除了血缘关系,negative
唯一有保障的受法律保护的就只有婚姻关系了,negative
妈,negative
姑娘,negative
妈知道这母子一场没得选,negative
妈知道你对我这个妈有一肚子的不满意,negative
妈心里不想别的,negative
妈就想,negative
你能找到找个你喜欢的好好过日子,negative
别像现在这样,negative
每天回了家连个讲话的人都没有,negative
你做顿饭连个陪你吃饭的人都没有,negative
妈不想看你这么苦,negative
孤孤单单的,negative
妈我真的没有骗你,negative
我有男朋友,negative
怎么突然打电话给我了,neutral
奇怪了,positive
我刚才给你打电话怎么是个女的接的呀,positive
女的,negative
不可能电话一直在我手里,negative
一响我马上就接了,negative
可能是国际长途串线了,positive
对了,neutral
你跟你妈相处的怎么样,neutral
我刚把他送上了飞机,negative
怎么再陪你这么几天就走了,neutral
我也不知道,negative
可能我跟他八字不合,negative
就是说说不清楚,negative
对了,neutral
我跟他说了我们俩的事,positive
说我有男朋友了,positive
挺好的,positive
等我回去了,positive
马上就去拜访他,positive
不对,negative
你听起来,negative
语气不太好,negative
没事,positive
我妈走的时候说的话让我挺难受的,negative
没事,positive
你什么时候回来,positive
等你回来再说,positive
恐怕现在还没那么快,negative
办完事我会尽快回去,negative
工作重要没关系,negative
对了,positive
我体检报告出来了,positive
一切正常,positive
你放心,positive
这是个好消息,positive
这我就真的放心了,positive
你来这干嘛,negative
你怎么知道我在这工作,negative
你妈跑我那去查了一天户口还不行,neutral
我不行进行一点反侦查手段,neutral
说完快走,negative
我还上班,negative
罗小姐,neutral
我今天来找你,neutral
是来向你坦白的,neutral
坦白什么,negative
你知道那天我为什么扎人家车胎吗,positive
为什么,negative
我得给你讲个故事,positive
在很久以前有个男生暗恋上了一个女生,positive
他好不容易你别走听我说完行吗,negative
有你这么招待顾客的吗,negative
我投诉你,negative
你有本事别每次在拿投诉要挟我,negative
你到底想怎么样,negative
咱靠边说 来,positive
罗小姐,positive
我今天来找你,neutral
真的是本着真诚友好的态度,neutral
在向你坦白一切的,neutral
你能不能跟我好好说话,negative
王岩是我的朋友,neutral
扎轮胎那事儿,neutral
是我们俩合计好的,neutral
就为了追那徐乐,neutral
你们两个怎么那么变态,negative
我承认这事做的是不太地道,neutral
可是王岩他暗恋那姑娘三年了,neutral
他真的是真心实意的喜欢他,neutral
你跟我说这些干嘛,negative
你想澄清自己,negative
晚了,negative
你听我说,negative
现在问题的关键不在我这,negative
是在我那个哥们,negative
他跟徐乐已经好上了,negative
现在他知道了这个事,negative
他现在又不理王岩了,negative
你知不知道,negative
活该谁让你们骗人家的,neutral
你怎么又来了,negative
你手机拿出来看看,positive
你还我你干嘛,negative
确认收钱,positive
有了,positive
什么意思,negative
这不你一直想让我赔偿你那一万两千块钱嘛,positive
这是一半,positive
剩下的只要你肯帮我这忙,positive
我全给你,positive
够下血本的,positive
那必须的,positive
为了朋友的幸福,positive
我向来是义不容辞,positive
两肋插刀,positive
怎么样,positive
帮我个忙吧,positive
你不把钱全都还我,negative
我是不会帮你的,negative
行 算你狠,negative
今天只当我载你手里了,negative
6000,positive
知道,negative
这回行了吧,negative
跟我走,negative
其实让你帮的忙很简单,negative
跟你去哪儿啊,neutral
我是说你不把钱全都还,neutral
我是不会帮你,neutral
但我也没说你把钱全都还,neutral
我就一定要帮你,neutral
咱不带这么言而无信的,negative
你这诈我,negative
什么叫诈 这叫物归原主,positive
这叫,negative
物归原主 这12000块钱本来就是你欠我的,negative
早就该还我了,negative
你怎么进来的,negative
王岩的事不解决的话,neutral
我不会走的,neutral
趁早告诉你这件事情我不会帮你的,negative
本来这件事情就跟我没关系,negative
我才不想跟多管闲事,negative
罗小姐不喜欢多管闲事,positive
却喜欢跟踪别人对吧,positive
跟踪什么,neutral
你说什么呢,negative
知道这是什么吗,neutral
这是我专门托人要的,neutral
你追我尾的全程监控录像,positive
所以这绝对不是一个什么意外,positive
而是你故意跟踪我的吧,positive
你说这事要是捅出去,positive
堂堂赛特酒店的行政吧经理跟踪顾客,positive
蓄意追尾并且图财害命,positive
这会是什么结果,positive
追尾不是蓄意的,negative
那真是个意外 我妈当时给他当时给我打电话,negative
我一不留神,negative
别紧张,positive
只要你帮我忙,positive
咱们一起好商量,positive
行,neutral
好我帮你,negative
不好意思,positive
我冒昧的问,positive
一句,positive
您是干什么工作的,neutral
你看我像干什么的,neutral
婚介,neutral
比那强多了,neutral
跟您这工作性质差不多,neutral
都是帮人摆渡送人一程的,neutral
只不过我这工作的目的地只有一个爱情的坟墓 婚姻,neutral
那还是婚介啊,positive
你这人怎么这么轴啊 你告诉我你是干什么的,positive
网约车司机,neutral
我就拿你这工作给你举个例子,positive
你看看这些路边招手就停的,neutral
那是普通出租车不挑活不挑客,neutral
像您这种的呢就是专车司机专属客人专属定制,neutral
咱们都一样都属于专属定制的私人范畴,neutral
明白了吧,neutral
明白了,positive
那您就是高级私人婚介,positive
好好开你车吧,neutral
回来了 Darling,neutral
张铭阳,neutral
我告诉你 换完衣服赶紧走,neutral
明天我就换密码,neutral
当哥们干嘛这么斤斤计较,negative
你费什么话,negative
你还真不拿自个当外人,negative
我告诉你我还不知道你回回在人家姑娘身上做了孽,negative
到我这来躲风流债,negative
我跟你说这回真不怨我,negative
太冤了,negative
他说他没男朋友我才下手的,negative
没想到他是跟男朋友打架,negative
把我当牌打那男朋友不依不饶的,negative
我就躲两天,negative
那怎么回回就你那么倒霉,negative
有什么办法,negative
常在河边走,negative
哪有不湿身的,negative
少来,negative
你回回都是这套,negative
对,positive
你是怎么做到的呢,positive
常在花丛中花粉不沾身,positive
你是不是就真的忘不了你那个初恋呢,positive
不对,positive
你那不是初恋,positive
你那应该叫无疾而终的暗恋,positive
我觉得你真是坐下病了,positive
病了还开一个微博叫人别拿暗恋当饭吃,neutral
成天在保媒拉纤中寻找人生成就感,neutral
你说你你得受多大刺激,positive
脱胎换骨成这样了,positive
哥们是真心心疼你,neutral
张铭阳,negative
这都多少年前的事了,negative
咱别老提他行吗,negative
我告诉你,negative
我早忘干净了,negative
你也别拿我当真的情圣好不好,negative
我这样的叫情圣,neutral
您这样的叫情种,neutral
难,neutral
那顶多就是一人生契机,negative
一个往更好的方向发展的契机,negative
没什么可难的,negative
那不难,negative
您倒是找一个对吗,negative
正儿八经找一个不就完了吗,negative
你倒好到处撩 撩完就跑,negative
你这还不如我,negative
谁撩了谁撩了,negative
是你在到处撩好吗,negative
我跟你说感情真没有那么难,neutral
我求你了,neutral
正儿八经找一个吧,neutral
省得你天天对着一活物,neutral
我我跟你说你都快成它了,neutral
师傅 你是不是闯红灯了,negative
对不起,negative
您没事老跟我说什么,negative
对不起,negative
您这一单肯定是白干了,neutral
你这忙叨叨的,negative
这是还有别的工作,negative
我是一个小模特跑场子走秀,neutral
基本的都是晚上这要不是上一场结束晚了,neutral
我也不至于这么狼狈,neutral
你们这工作也够辛苦的,negative
你还不是一样,negative
专职司机 那为什么要干晚班呢,neutral
我开始晚上出来开车,neutral
开车是因为我晚上睡不着觉,neutral
后来晚上拉的客人多了,neutral
我发现他们都是有故事的人,neutral
跟他们说话挺有意思的,neutral
你这人不实在,negative
图钱就图钱呗,negative
谁不知道晚上挣得多,negative
都是辛辛苦苦奔饭辙的人,negative
还给自己搞那么文艺说辞,positive
太棒了,positive
太牛了,positive
一个月闪婚,positive
这是不是都已经破了你的职业记录了,positive
这说明哥们业务又精进了,positive
有点遗憾,negative
你说这么值得纪念的一张合影,negative
你不在,negative
你是不是有点有违你的职业原则,neutral
你看你看其他的这一圈圈的,neutral
你再看,neutral
就这张没你强迫症,neutral
特受不了吧,neutral
这还真是哥们职业生涯当中第一次,negative
不过也没事,negative
大师难免也有失手,negative
什么失手,negative
这是半路杀出个程咬金来,negative
张铭阳你信不信,negative
有的人生来就是来折磨你,negative
历练你,negative
专门来坏你好事,negative
放心,neutral
你就是嘛,neutral
专门妨碍我桃花运,negative
你滚,negative
但我告诉你,negative
我也信冤有头债有主,negative
是谁把我坑进局子里,negative
害得我参加不了这婚礼,negative
这笔账我迟早嘚跟她算,negative
我迟早得跟他算,negative
这地儿怎么看,negative
也不像咱俩来的场子,negative
懂什么呀 这地特别火,negative
知道为什么吗,neutral
就是因为前一阵一个特火的明星跟这求婚一下,neutral
给炒成求婚圣地了,neutral
懂不懂,neutral
这桌子都得提前预约的,neutral
那跟咱们有什么关系,negative
俩老光棍,negative
到这找刺激来了,negative
带你来肯定是有目的的,positive
有什么目的,negative
张铭阳你不会转性了吧,negative
跟我在一块,neutral
待时间长了,neutral
日久生情了,positive
滚蛋 不是你没发现这美女特别多,neutral
我告诉你这儿网红打卡率第一名,neutral
知道吧,neutral
张铭阳我发现你当初真是选择错了专业,positive
你就不应该学口腔学,positive
你应该进美容科,positive
你早成业界Number one了,positive
说的是谁能想到现如今泡妞利器是一把整容刀,negative
厚颜无耻,negative
进来一妞,neutral
身条不错,positive
跟你说个事情,positive
接下来我的主要任务都会在国内工作,positive
所以我可以经常陪着你,positive
我们不用再聚少离多了,positive
真的,positive
真的,positive
你美国的工作怎么办,negative
反正我在美国也是不停的工作,neutral
然后我的性质又是在中国美国两边跑,neutral
我就在想反正都是做工作,neutral
我不如把重心挪到国内来,neutral
这样我能经常看见你,neutral
而且我觉得有你在我身边,neutral
我可能会工作得更好,positive
我从来没有给女孩子买过,positive
所以我真的选了很久,positive
我现在可以看吗,positive
这个样式是,positive
比利时国花虞美人 为你定制的,positive
制度制度制度 审批审批审批 我们领导就是喜欢说一套做一套,negative
一点效率都没有,negative
我上个月就把关于brunch的方案送上去了,negative
好到现在一点回音都没有,negative
Unbelievable,negative
你有没有在听我说话,negative
我在听,neutral
实在不好意思,neutral
我有一个工作邮件需要马上回复,neutral
很快,neutral
Ok. 好了,neutral
Sorry. 工作如果做得不开心,neutral
就不要做了,neutral
女孩子在外面不用那么拼的,neutral
你说这话的时候过脑子了吗,negative
你不是一直都说就喜欢我身上的独立劲吗,negative
怎么现在随随便便就让我不要那么拼,negative
不矛盾吗,negative
我是心疼你,neutral
不是,negative
你就是敷衍我,negative
每天你带我参加这些活动,negative
都是跟你工作有关系的,negative
所以我才跟你说两句跟我工作有关系的事儿,negative
你压根就没好好听,negative
你说你提出的方案没有得到对方的回复对吗,neutral
我在听,neutral
如果你不喜欢我安排的这些活动以后我们都不参加,neutral
我不喜欢的是这种花钱堆出来的恋爱感觉你看我穿的是什么,negative
把自己套在衣服里面,negative
这是什么,negative
还吃这种又贵又难吃的东西,negative
还在这种地方特别的压抑,negative
我就是喜欢我们两个人能够呆在家里,negative
穿着睡衣,negative
简简单单的做碗面条,negative
这才是生活最起码是有效的交流,negative
可是你穿这样的衣服真的很好看,positive
我没有别的意思,positive
我只希望我的女朋友每天穿的漂漂亮亮的,positive
而且你是做服务行业的,positive
平时你都是服务别人,neutral
我希望我们俩在一起的时候有更多人去服务你,neutral
你今天的情绪是不是有点反常,neutral
我也说不上来,negative
我就感觉咱们俩在一起的时候,negative
总是这种聚少离多的,negative
每次在一起又都不是生活常态,negative
这种恋爱让我觉得特别的飘,negative
特别没有安全感,negative
正是因为聚少离多,neutral
所以每次回来的时候,neutral
我在想安排一些有意思的节目,neutral
让你觉得不那么无聊,neutral
明白吗,neutral
我每次都特别想见到你,negative
真的,negative
Ok,neutral
如果你实在不喜欢,neutral
我们按你说的哪也不去,neutral
每天在家我吃,neutral
你给我做的面条,neutral
我们聊你想聊的话题,neutral
我哪也不去,neutral
我每天都陪着你,neutral
ok吗,neutral
Cheers. 一起喝,neutral
又看什么呢,positive
没有,positive
我看你在后面忙忙叨叨的,positive
今天又要赶场子,positive
对,neutral
我每天不都这样吗,neutral
你们这女孩每天都往脸上用多少东西,neutral
我每天这样熬夜还不得好好保养一下,neutral
当然得花大钱,neutral
用最好的东西,neutral
你赶完这个场子应该就能休息了,neutral
当然不行,neutral
我明天有一个游戏代言人的面试回家,neutral
还得练练琴,neutral
练琴,neutral
你练什么乐器,positive
大,positive
提琴,positive
早知道我当年来北漂,neutral
我在音乐学院读书的时候,neutral
我就不学大提琴了,neutral
我就应该学钢琴,neutral
这大提琴这么冷门都不好混课教,neutral
你是怎么来的,neutral
北京,neutral
我在武汉读完音乐学院之后就跟我男朋友一起来了,neutral
当时也没什么特别好的发展,neutral
不过我还是好歹占个身高外形的优势,neutral
我就开始跑场子走秀,neutral
反正也能养活我自己,neutral
没什么不好的,neutral
你男朋友呢,negative
早吹了,neutral
我说的我第一次见你,positive
我就觉得你气质特别好,positive
这肯定是跟你的音乐功底有关系,positive
你呢 一直当司机啊,positive
是我是司机,positive
北业,neutral
这个是b轮融资的进展报告,neutral
股权的部分有待商榷,neutral
我会再根据其他几项条款,neutral
之前咱们就沟通他,neutral
老陶 你就看着办,neutral
我相信你你现在再跟我说一遍,neutral
我还是听不懂,neutral
北业,neutral
你能不能除了软件代码,negative
你在这方面也上上心,negative
这轮融资成功,negative
咱们公司市值应该超过10亿,negative
你就打算永远不过问了,negative
我会尽快的突破咱们的技术的瓶颈,neutral
达到你b轮技术的要求,neutral
你放心,neutral
行吧行吧,negative
反正合伙的时候咱们就分工明确了,neutral
你技术我事务你不要熬太狠了,negative
失眠症好点了吗,negative
你不会,negative
晚上还出去开专车吧,negative
注意身体啊别挣着钱了,negative
没福享,negative
这给你我拿着没用,positive
行吧,negative
今天晚宴是上次你见过的,neutral
皮特邀请的,neutral
他特意嘱咐我要带家属出席,neutral
我没有办法推脱,neutral
我知道,negative
我不是陪你来了吗,negative
那你可不可以开心一点,neutral
Smile,positive
please,positive
下不为例,positive
我知道你们老外谈生意,neutral
考量人品的最重要的标准,neutral
就是家庭关系,neutral
你们美国人连选总统都得选家庭美满的,neutral
今天这么大的一个晚宴我当然得配合了,positive
Ok,positive
如果有一天我当了美国总统,positive
你愿不愿意当总统夫人,positive
考虑一下,positive
又堵上了,negative
来得及吗,negative
赶上晚宴是没有问题,negative
可是,negative
怎么了,negative
我觉得我的膀胱要憋炸了,negative
出门之前没上厕所,positive
喝了太多咖啡,positive
这里有个有酒店不远,positive
你把车开到辅路上,positive
然后有条小路可以穿过去,positive
对就那里,positive
不会违章吧,positive
哪个重要,negative
你就是我的女神,positive
你好像真的没有带过我送你的耳环,negative
你别听他胡说八道,negative
我跟他有仇,negative
他这人就知道张口胡诌,negative
谁知道他是怎么蒙上的,negative
老朋友是什么意思,neutral
他跟我说他跟你是老熟人,neutral
那不重要,negative
Ok. 不重要,negative
我在想你一个人在北京也挺寂寞的,neutral
我看你平时也没有什么朋友,neutral
其实我不太介意你有异性的普通朋友,neutral
你打住,negative
想都别想,negative
我跟他有仇,negative
有朋友也轮不到他头上,negative
你找什么,neutral
掉了口红,neutral
就是他,negative
我每天早上什么都能看见他在这儿晨练,negative
就为此我还特意买了一身运动装备,negative
终于有一次我跑到她面前去跟他说,negative
刚好他跟前就看见他那只狗,negative
对我呲牙流口水,negative
我愣是一句话没敢说直接跑了,negative
单身健身喜欢养大型犬,neutral
我告诉你这类姑娘都是一类人,neutral
首先一点就是虚荣心爆棚,neutral
现在这年头浑身上下奢侈品出街的,neutral
那都是最肤浅的表现,neutral
像这种喜欢追求流线型身条和马甲线的,neutral
再配上一条威风凛凛大狗,neutral
这才是最高阶配置的这种女人从心里就是享受你臣服的目光,neutral
他们最外化的表现,neutral
就是虚张声势,neutral
最习惯用生人勿近的标签来标识自己,neutral
活出一副张牙舞爪的样子,neutral
好让你闻风丧胆,neutral
可是一旦你看透他们的本质,neutral
你就会发现这些姑娘其实都是内心极度缺乏安全感,neutral
渴望被保护,neutral
真诚呼唤爱的,neutral
你只要找到他们的软肋,neutral
极其容容易攻破 攻破这种姑娘,neutral
好就好在绝不轻易向人示好,neutral
反倒更值得人珍惜,neutral
怎么了,positive
是不是勾起你回忆了,positive
突然想起来,neutral
我还真认识这么一姑娘,neutral
他牵的什么狗啊,positive
呵呵,positive
他更惨,positive
他连狗都没有,negative
就剩下自己个张牙舞爪了,negative
宝贝 憋坏了吧,negative
幸亏有口,negative
来来来来来来拿着拿着,neutral
人家牵那么大一只狗,negative
你给我这个是不是太娘了,negative
时间紧任务急没处弄别的去了,neutral
你用完记得还我这小狗可是,neutral
我同事二姨,neutral
邻居家女儿的狗千万不能出岔子,neutral
能不能先把这个给摘了,neutral
好好好好 你拿着,negative
来好 千万记住我跟你说的那些搭讪重点不能犯忌,neutral
快去,neutral
你轻点 轻点啊,negative
你放心,negative
狗主人要是有什么需要赔偿的,negative
我一定配合,negative
你赔偿的了吗,negative
现在的人都视狗如命,negative
你不知道吗,negative
行,negative
等着给人送回去,negative
主人发落吧,negative
对不起,negative
看这意外闹的,negative
行了,negative
你也不要气馁,neutral
这次失败了,neutral
我再帮你想B方案,neutral
哈,neutral
不过,negative
那个姑娘他主动跟我留联系方式,negative
他可能是因为担心,positive
你说我应不应该联系他,positive
别乱来啊,neutral
先稳住,neutral
什么时候打电话 打电话,neutral
什么时候打电话 打电话说什么,neutral
你等我给你制定一个详细的计划,neutral
回头等约会的时候,neutral
我告诉你怎么说,neutral
那 它,negative
行了 行了 我来想办法,neutral
你先回去回头咱们再联系,neutral
行行行 别假惺惺的了 回见回见,neutral
你找我,neutral
我跟你说,negative
我觉得有点不对劲,negative
哪方面,neutral
我怎么觉着让他给贼上了,negative
情债还是钱债,neutral
滚 我跟你说认真的没跟你开玩笑,negative
不 你怎么着还有人等着给你下闷棍啊,neutral
我跟你说,neutral
我最近不管是上班还是出去谈客户,neutral
就连回我们家老爷子家,neutral
我都始终觉得有一双眼睛在背后盯着我,negative
真的假的你别吓唬我,negative
当然真的了,negative
所以我就想说这两天你甭干别的,negative
你陪着我,negative
咱俩一块给他来个螳螂捕蝉,negative
黄雀在后,negative
我就想逮着这孙子,negative
我想看看他到底想干嘛,negative
行吗,negative
行啊,neutral
没问题,neutral
万一是个女的呢,neutral
对吧,neutral
你就想着女的,negative
不过这事儿搁你身上好像也挺正常的,neutral
什么意思,neutral
你想你屋里那买卖,neutral
再加上你大师一出手成功率这么高,neutral
我跟你说很多事就是这样,neutral
有成双入对的它就有落下来了,neutral
背不住谁想打击报复卸你一条腿什么的,neutral
我先谢你嘴牙吧我,negative
对了 需要保安说一声,positive
我认识,positive
说之前一直跟着我的人是不是都是你,negative
想干嘛,negative
跟着我干嘛,negative
啊啊啊啊 说说,negative
你好,negative
我不是坏人 您坐过我的车,negative
什么 什么,neutral
您坐过我的车,neutral
什么 什么车,neutral
您坐过我开的车,negative
我想起来了,neutral
开辉腾那哥们,neutral
是吧,neutral
您记得那天在我车上说 您是专门干撮合人的事儿的 您是哪个高级,neutral
私人婚恋,neutral
顾问顾问,negative
我呀 我跟您这些天,neutral
我眼瞅着您给撮合成一对,neutral
您这本事啊 我是真看见了,positive
我就想请您也帮帮我,neutral
帮你干嘛,negative
拔牙,negative
我喜欢一个姑娘,neutral
喜欢一什么,positive
喜欢一个姑娘,positive
姑娘难受忍着,positive
看你长了一张人畜无害的脸,negative
居然都敢干跟踪人的事,negative
果然这年头这坏人都不挂相,negative
我不是坏人,negative
我就是想请您帮帮我,negative
帮帮你,neutral
对不起,neutral
本人从来不接主动上门的买卖,neutral
闭嘴,neutral
干嘛解开,negative
赶紧走人,negative
这别拿暗恋当饭吃是不是你,negative
你说你都可以在微博上免费帮着别人追女孩,negative
你为什么不能帮帮我,negative
你这样你把我当成你的客户,negative
我给你钱总可以了吧,negative
这主页你怎么打开的,negative
对了,negative
你连我接到暗号你都知道,negative
怎么知道的,negative
我上大学的时候学的是编码和解码,neutral
人肉一个微博博主对于我来说根本没有难度,neutral
我的密室密码也是你破解的,negative
密码我没破解,neutral
但你要给我点时间和空间的话,neutral
这个应该挺简单的,neutral
但那不就离犯罪不远了,neutral
你还知道犯罪呢 你现在这种行为已经叫犯罪了,negative
我一报警一准你信不信,negative
别别别 我真的没有去破解你的密码,negative
我是分析了所有的我能掌握你的资料,neutral
我想可能是你父亲的生日,neutral
我一按就点开了,neutral
我打你,negative
你这个电话的电话号码是98336833,neutral
你跟我说句实话,negative
我现在站在你跟前,negative
是不是就跟光着没什么区别,negative
不止,neutral
我看了你这几年的体检报告,neutral
你闭嘴吧你,negative
我告诉你再敢有一次我就报警了,negative
出去,negative
我告诉你再来不光报警牙给你拔了,negative
再看再看,negative
我就是想让你帮帮我,negative
再也别来了,negative
不想再看见你,negative
你看你看 起的太早,positive
歌都唱得难听,positive
多好听,positive
好不容易休假两天可以睡个懒觉,positive
干嘛要起那么早,positive
送你上班啊,positive
好的家长,positive
我去了美国之后很久没有享受过有家长接送的待遇了,positive
这就对了,positive
谈恋爱就是一个自理能力逐渐退化的过程,positive
来宝宝,positive
这下连手的功能也退化了,positive
谢谢你让我重新回到我的童年时代,positive
一大早非要起来送我上班,positive
说吧 还有什么别的企图,positive
查你的岗呗,positive
盯着你,positive
24小时盯着你,positive
什么叫查岗,neutral
Check on you,positive
我没开玩笑,neutral
你有什么怕我知道的,neutral
最近真的是怪怪的,neutral
还是因为手机的事吗,negative
说不上来,negative
可能有关系,negative
我连你有两个手机的事我都不知道,negative
我还能知道其他的事吗,negative
你信任我吗,neutral
罗玥,neutral
我知道你过往的很多经历让你经常缺乏安全感,neutral
但是我觉得不能因为你过往的一些经历影响你现在对于我的信任吧,neutral
我只是觉得我们有点快,negative
三个月前我们还是陌生人,negative
就算在一起,negative
我们有两个月都是异地的状况,negative
我对你的成长背景,negative
家庭环境工作状况一无所知,negative
我承认,negative
我不是一个能够迅速全身心投入的人,negative
但是我全身心投入了,neutral
你的自我保护意识会不会太强了,negative
这些年我都是自己靠自己,negative
不然我靠谁,negative
送你过来,negative
我也没有别的意思,negative
想多了解点你的生活,negative
我总觉得我在见不到你的时候,negative
我对你一无所知,negative
你以后会天天送我过来吗,neutral
天天,negative
每天送我上班会吗,negative
我一直认为你是一个很独立很要强很成熟,negative
有自己世界的女孩,negative
起码跟其他的女孩是不一样的,negative
其他 你还比较过多少个女孩,negative
这样真的很不好看,negative
罗玥,negative
OK 我现在要去上班,neutral
我不想跟你吵,neutral
如果真的是有什么事情,neutral
晚上我们回了家再说好吗,neutral
喂是程医生吗,negative
我是刘珍珍,negative
阿姨你怎么打电话来了,positive
跟你说啊 罗玥她失踪了,negative
罗玥她失踪了,negative
失踪了,negative
您确定吗,negative
我给他打了两三个小时电话,negative
他都不接微信也不回,negative
以前他在比利时的时候啊,negative
我给他打电话,negative
他总是第一时间就接了,negative
有事他就怕我出意外,negative
他就怕我有事他就怕我出意外,negative
阿姨这次觉得他肯定是出事了,negative
不会吧,negative
是不是工作太忙,negative
没顾得上接您电话,neutral
不能阿姨给他上班的地方打电话了,negative
人家说她这两天休年假根本就没去,negative
但那么大个人也不至于说丢就丢了,negative
阿姨也是没办法再给你打电话,negative
你说这个北京城我谁都不认识,negative
我讲罗玥也是他还那么年轻漂亮,negative
你看看电视上的一些新闻,negative
年轻异地无依无靠,negative
那个那个叫什么,negative
非法传销,negative
拐卖妇女,negative
然后就是器官买卖了,negative
这都盯着我闺女啊,negative
您先冷静,neutral
您说的这种情况不是没有,neutral
但也分人,neutral
您想想,neutral
您闺女他多聪明多精,neutral
不光精还横,neutral
坏人不敢惦记他,neutral
您别吓唬自个,neutral
这种情况我判断应该是十有八九把手机给落哪了,neutral
我电话也打这么多了,negative
短信也发,negative
微信也发了,negative
这真要是电话落哪了,negative
谁不能接个电话,negative
小程 阿姨也知道你忙,negative
阿姨求求你行不行,negative
你帮我跑一趟,negative
你能不能体谅我们这些不在子女身边的父母,negative
玥玥要是有什么事我就不活了,negative
行那这样,positive
我忙完手头上的事儿,positive
我去帮您找去行吗,positive
好好小程 阿姨谢谢你,positive
你要是找不着你就报警,negative
我这就买飞机票,negative
别着急,neutral
